BALANCE,PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PAYMENTS,CREDIT_LIMIT,Cluster,Cluster_Name
705.232653,1902.4,232.6,0.0,1941.959847,900.0,0,Low spenders
3391.70218,38902.71,5098.87,0.0,35843.62593,18000.0,1,Premium High-Value Customers
1013.728552,3209.62,411.63,953.600788,4176.325274,6000.0,0,Low spenders
22.728166,262.5,262.5,0.0,301.677275,3500.0,0,Low spenders
799.518482,339.96,339.96,830.316783,361.021723,1000.0,0,Low spenders
5344.347568,270.02,0.0,139.701781,1467.932074,6000.0,0,Low spenders
350.378913,3263.48,0.0,0.0,4547.760665,7500.0,0,Low spenders
2763.049499,1921.85,206.3,0.0,1614.5512,3050.0,0,Low spenders
4.383989,96.5,96.5,0.0,217.143643,4500.0,0,Low spenders
4954.880195,281.31,281.31,3056.622746,1442.246195,5500.0,0,Low spenders
1670.146578,3420.97,0.0,0.0,1164.552612,2700.0,0,Low spenders
1728.275923,628.56,628.56,0.0,1217.960916,6000.0,0,Low spenders
1034.555485,5787.66,694.66,0.0,5651.220766,2700.0,0,Low spenders
502.653982,4748.5,2902.75,0.0,4517.823754,12000.0,0,Low spenders
1216.570617,5140.49,257.81,0.0,5671.221416,4500.0,0,Low spenders
7611.152584,3707.79,0.0,0.0,4610.460803,12000.0,0,Low spenders
25.414572,262.92,0.0,0.0,280.367131,13000.0,0,Low spenders
135.037323,270.0,270.0,0.0,1760.310579,3300.0,0,Low spenders
1563.747179,801.46,200.0,1029.987801,2282.161389,4000.0,0,Low spenders
1044.273707,1463.84,1208.84,262.147162,2624.741492,6700.0,0,Low spenders
8159.168439,2453.07,607.52,3278.461198,1698.958527,15000.0,0,Low spenders
2403.75955,367.16,0.0,0.0,687.263236,2600.0,0,Low spenders
2876.009336,152.61,0.0,3719.650168,248.342971,4000.0,0,Low spenders
1237.673602,0.0,0.0,1962.749428,589.980487,2000.0,0,Low spenders
283.30016,461.36,461.36,0.0,526.087388,9000.0,0,Low spenders
7339.943073,0.0,0.0,9123.485636,1314.192386,9000.0,0,Low spenders
1226.122189,295.34,0.0,0.0,439.233552,1200.0,0,Low spenders
3515.039029,2924.08,1538.79,7867.732492,10693.27843,4000.0,2,Cash Advance–Dependent Customers
30.525356,384.95,0.0,0.0,498.165923,14500.0,0,Low spenders
1283.280303,0.0,0.0,5790.59647,4073.172497,3000.0,0,Low spenders
49.416158,590.0,240.0,0.0,836.812414,6000.0,0,Low spenders
1621.035373,23.21,23.21,0.0,500.515114,2000.0,0,Low spenders
1624.651156,0.0,0.0,2684.507978,894.813551,6000.0,0,Low spenders
5269.72399,682.57,13.1,0.0,1771.172074,7000.0,0,Low spenders
314.507915,3492.21,297.0,0.0,4089.583027,8500.0,0,Low spenders
2150.212841,4096.08,857.81,0.0,587.669772,8500.0,0,Low spenders
891.620777,0.0,0.0,159.673475,593.110495,2000.0,0,Low spenders
3454.094319,31299.35,12235.05,0.0,22542.58705,7500.0,1,Premium High-Value Customers
86.905609,1106.4,1106.4,440.972634,1538.001397,2500.0,0,Low spenders
1647.932117,0.0,0.0,93.690441,390.2023,1800.0,0,Low spenders
188.424847,1576.35,512.5,0.0,1271.233538,6500.0,0,Low spenders
1250.885289,892.19,528.34,0.0,461.638318,1800.0,0,Low spenders
5148.625027,0.0,0.0,4042.791779,1274.60362,6500.0,0,Low spenders
3272.586986,1146.57,154.99,0.0,1132.705302,12000.0,0,Low spenders
1698.369764,0.0,0.0,2253.381516,5512.828223,4500.0,0,Low spenders
246.864346,2995.55,694.44,0.0,2734.138816,6000.0,0,Low spenders
2004.914139,3628.29,1690.94,0.0,1718.220924,11500.0,0,Low spenders
1410.753575,588.85,189.0,1668.104809,409.037304,4000.0,0,Low spenders
2388.030134,3832.98,1828.95,1441.065248,5990.39237,11000.0,0,Low spenders
96.109401,938.2,0.0,148.986635,3722.654209,8000.0,0,Low spenders
8953.743398,254.85,170.88,0.0,2105.588422,12000.0,0,Low spenders
3414.977831,2219.55,524.52,950.424076,732.08134,5000.0,0,Low spenders
1039.88038,93.24,93.24,5465.141893,5293.609266,5000.0,0,Low spenders
92.898327,546.0,500.0,0.0,787.50992,6000.0,0,Low spenders
2885.068871,0.0,0.0,255.676579,712.676699,3000.0,0,Low spenders
7919.563494,85.54,85.54,9945.280243,1594.977158,10000.0,0,Low spenders
4707.131609,7066.08,2532.05,5192.290154,5352.856606,10000.0,0,Low spenders
1915.245632,39.0,0.0,92.668977,542.919146,1950.0,0,Low spenders
392.667425,4015.23,0.0,0.0,3189.923177,7500.0,0,Low spenders
104.57287,937.56,307.56,0.0,870.874657,6000.0,0,Low spenders
2257.542109,0.0,0.0,1082.684755,464.716284,3000.0,0,Low spenders
75.070011,898.45,898.45,0.0,743.358844,4000.0,0,Low spenders
7533.854422,5253.06,2156.96,0.0,1790.394949,20500.0,0,Low spenders
628.384411,887.3,47.3,279.557918,177.708307,2000.0,0,Low spenders
165.808096,981.19,157.8,0.0,672.446893,9000.0,0,Low spenders
5329.544052,1651.64,562.85,0.0,1587.462442,5500.0,0,Low spenders
1171.429087,1845.42,0.0,0.0,3073.603769,3000.0,0,Low spenders
99.912238,730.2,565.2,0.0,463.326909,1000.0,0,Low spenders
114.295749,109.8,109.8,0.0,115.418223,1000.0,0,Low spenders
287.099648,2693.64,2053.14,0.0,2258.647459,9000.0,0,Low spenders
5867.560972,609.0,499.94,3397.577504,1498.619792,7000.0,0,Low spenders
7499.30365,350.57,0.0,948.293789,1326.434054,7500.0,0,Low spenders
23.331936,1194.96,1194.96,0.0,1381.551722,1600.0,0,Low spenders
262.723622,2365.07,240.0,0.0,3095.831769,9000.0,0,Low spenders
204.584048,0.0,0.0,628.366944,1933.810453,1600.0,0,Low spenders
4977.237859,61.99,0.0,7448.32932,6850.235626,6500.0,2,Cash Advance–Dependent Customers
433.677841,1391.89,303.06,0.0,2312.220888,7000.0,0,Low spenders
1220.493289,0.0,0.0,5607.394437,566.644234,6000.0,0,Low spenders
3740.907731,0.0,0.0,116.632141,128.371777,4000.0,0,Low spenders
1669.01626,892.3,375.0,295.812224,1065.80426,1800.0,0,Low spenders
117.617134,1081.23,981.23,0.0,1024.806886,2100.0,0,Low spenders
3802.910134,0.0,0.0,1448.031295,915.900602,4000.0,0,Low spenders
43.354029,617.34,617.34,0.0,564.845244,1200.0,0,Low spenders
4530.639094,0.0,0.0,3162.719581,995.539176,8000.0,0,Low spenders
3529.587012,0.0,0.0,3969.324981,3603.147293,9000.0,0,Low spenders
5052.910787,1062.63,719.48,2687.982848,917.236699,6000.0,0,Low spenders
51.923357,835.31,585.31,0.0,832.140348,7000.0,0,Low spenders
144.012882,675.53,0.0,0.0,1945.250404,4000.0,0,Low spenders
293.803208,380.59,48.07,118.972449,1172.022584,10000.0,0,Low spenders
11.188595,159.84,159.84,0.0,110.860738,1000.0,0,Low spenders
516.814969,276.52,134.56,584.976769,927.381808,1500.0,0,Low spenders
1134.122053,288.39,288.39,0.0,2155.314664,1400.0,0,Low spenders
11670.17985,4872.6,4872.6,0.0,5031.032515,11500.0,0,Low spenders
1569.88775,741.66,432.0,2710.997094,3306.369832,4000.0,0,Low spenders
4532.433434,1433.26,0.0,364.852384,3039.325393,7000.0,0,Low spenders
5505.828486,0.0,0.0,193.187682,1355.058674,6000.0,0,Low spenders
2843.394382,0.0,0.0,3133.305504,680.388185,6000.0,0,Low spenders
2391.214539,4186.49,873.49,0.0,2710.98198,4000.0,0,Low spenders
2270.950105,1403.42,1326.42,0.0,830.130725,8500.0,0,Low spenders
5193.415429,3584.8,1380.28,0.0,1734.349114,15500.0,0,Low spenders
2431.193194,0.0,0.0,195.932353,976.859575,4000.0,0,Low spenders
1232.292951,0.0,0.0,5184.090716,6050.865303,4500.0,0,Low spenders
279.253475,3243.86,241.34,0.0,3105.312146,8500.0,0,Low spenders
2369.91046,916.22,199.82,0.0,795.94344,6500.0,0,Low spenders
1917.441126,12617.19,12541.0,0.0,13733.55783,15000.0,1,Premium High-Value Customers
7445.228843,1023.29,1023.29,16323.64243,11320.00746,11500.0,2,Cash Advance–Dependent Customers
193.565763,1821.52,1821.52,0.0,1543.210017,3000.0,0,Low spenders
3013.590493,0.0,0.0,341.360876,750.160714,3000.0,0,Low spenders
92.406069,0.0,0.0,683.253783,1044.949836,3500.0,0,Low spenders
2472.874609,2052.74,1321.8,3251.021027,9076.561132,6500.0,0,Low spenders
154.439292,1047.94,607.94,0.0,1032.089965,6000.0,0,Low spenders
269.911748,1348.44,89.0,298.491305,1258.023851,500.0,0,Low spenders
146.04887,3256.15,0.0,0.0,3498.681846,6500.0,0,Low spenders
2779.833422,0.0,0.0,1492.253356,1708.484919,3000.0,0,Low spenders
161.792222,2883.58,950.02,0.0,3051.442623,2000.0,0,Low spenders
5239.120768,1823.23,0.0,0.0,2107.740768,5750.0,0,Low spenders
2288.014844,1753.46,0.0,0.0,989.999739,2500.0,0,Low spenders
1526.707241,484.47,484.47,402.906235,1086.417545,1500.0,0,Low spenders
52.598283,517.83,517.83,0.0,600.096058,6500.0,0,Low spenders
981.886157,0.0,0.0,473.430801,768.398403,3500.0,0,Low spenders
5.270593,69.57,0.0,0.0,411.825987,4000.0,0,Low spenders
314.675322,1310.9,472.14,0.0,1425.2566,10000.0,0,Low spenders
467.244925,4001.7,2232.34,0.0,2259.241805,16000.0,0,Low spenders
304.945628,2788.81,0.0,266.383091,2803.353036,4000.0,0,Low spenders
1271.429631,0.0,0.0,678.525863,526.910053,1500.0,0,Low spenders
97.389327,60.0,0.0,0.0,453.421982,12500.0,0,Low spenders
1597.521193,211.07,211.07,994.167915,3187.854069,5000.0,0,Low spenders
10.118033,0.0,0.0,197.521871,648.301187,1500.0,0,Low spenders
103.629108,1106.62,240.4,0.0,1343.893653,6000.0,0,Low spenders
993.027484,0.0,0.0,1586.612256,2185.377456,1200.0,0,Low spenders
4226.501257,4900.0,0.0,980.879554,615.450902,10500.0,0,Low spenders
1118.086877,128.8,128.8,0.0,277.766526,1200.0,0,Low spenders
555.131027,1586.45,474.85,0.0,3219.285764,5500.0,0,Low spenders
1133.572488,4063.49,1256.49,391.73075,4936.506976,1600.0,0,Low spenders
3646.04461,0.0,0.0,949.437186,975.508088,8000.0,0,Low spenders
3790.914663,2655.68,1048.05,6263.883768,6173.165264,8300.0,0,Low spenders
340.082231,3177.21,2747.21,0.0,2658.629277,7500.0,0,Low spenders
11.249863,137.84,0.0,0.0,234.444295,10000.0,0,Low spenders
108.548004,1099.19,213.22,0.0,1181.316469,4000.0,0,Low spenders
601.68828,1358.2,889.87,0.0,310.912113,1500.0,0,Low spenders
2529.016337,1040.74,1040.74,0.0,1746.018537,2500.0,0,Low spenders
306.90901,2768.93,1487.79,0.0,2605.175646,10500.0,0,Low spenders
14.203161,117.0,117.0,0.0,346.311752,7950.0,0,Low spenders
3387.93956,391.14,391.14,987.378841,889.86432,7000.0,0,Low spenders
3961.649658,2280.0,2280.0,0.0,2216.561982,4500.0,0,Low spenders
121.388989,783.83,99.9,315.342982,1778.900698,7000.0,0,Low spenders
354.527499,3751.42,2550.0,0.0,4001.942901,9000.0,0,Low spenders
912.36003,10709.17,1019.81,0.0,11381.63396,15000.0,0,Low spenders
5337.987139,2545.37,2545.37,994.391034,1663.976007,13500.0,0,Low spenders
4210.323012,1210.31,1071.29,1817.321515,8138.429479,7500.0,0,Low spenders
890.275144,435.14,0.0,0.0,3334.754054,1800.0,0,Low spenders
1740.169093,276.72,276.72,0.0,667.764492,1800.0,0,Low spenders
5383.084424,9736.61,6052.09,2965.656802,15824.73587,9000.0,0,Low spenders
4603.402061,0.0,0.0,7665.092756,9874.465723,14000.0,2,Cash Advance–Dependent Customers
18.150347,119.8,119.8,0.0,297.276499,4500.0,0,Low spenders
2833.613641,1387.52,861.4,1442.587409,1564.459934,3000.0,0,Low spenders
1547.714145,2476.31,1671.91,0.0,4061.48987,3500.0,0,Low spenders
144.346693,1976.32,1116.53,0.0,1828.116915,4500.0,0,Low spenders
1377.812538,14300.98,3906.31,0.0,13535.67697,18000.0,0,Low spenders
926.341558,45.65,0.0,0.0,1293.650192,1000.0,0,Low spenders
10822.05811,4850.35,2002.55,0.0,2740.09442,15500.0,0,Low spenders
1238.932482,280.09,211.09,0.0,1575.457164,1500.0,0,Low spenders
5681.962807,523.19,183.0,1116.370312,2167.822526,11500.0,0,Low spenders
1269.019947,445.46,445.46,0.0,2875.999728,2600.0,0,Low spenders
1592.48626,1449.48,989.48,0.0,1695.90191,10500.0,0,Low spenders
9502.256762,2776.09,1352.04,0.0,4177.324826,10500.0,0,Low spenders
57.416262,685.0,685.0,0.0,559.813964,1200.0,0,Low spenders
2303.956234,0.0,0.0,5585.815801,331.450159,6000.0,0,Low spenders
2286.9003,4536.48,1261.48,0.0,5981.014712,4000.0,0,Low spenders
1058.369265,0.0,0.0,1353.576787,1381.061656,1500.0,0,Low spenders
4803.122987,0.0,0.0,1692.520703,1089.772516,8500.0,0,Low spenders
6836.552992,0.0,0.0,11405.73425,6834.695342,10000.0,2,Cash Advance–Dependent Customers
3.122949,0.0,0.0,317.505521,559.499889,2500.0,0,Low spenders
1053.639683,1027.01,24.21,314.032321,1181.14154,2200.0,0,Low spenders
11734.26656,1528.12,1528.12,5187.258558,3624.231423,15500.0,0,Low spenders
80.55139,2132.7,1218.7,0.0,1731.530778,10000.0,0,Low spenders
1308.786637,0.0,0.0,99.670323,528.262752,1500.0,0,Low spenders
6224.464489,4439.11,555.01,0.0,2546.344149,6500.0,0,Low spenders
874.203747,232.8,0.0,331.57572,1473.641228,3000.0,0,Low spenders
1329.443468,0.0,0.0,1024.351429,684.599962,1800.0,0,Low spenders
4372.395867,569.91,0.0,520.844673,1345.099869,4500.0,0,Low spenders
4473.439581,656.2,0.0,117.482021,1481.910221,4500.0,0,Low spenders
1127.607606,0.0,0.0,271.093275,662.387331,8500.0,0,Low spenders
1194.651852,322.29,322.29,0.0,482.355548,1200.0,0,Low spenders
291.991838,2971.56,1299.96,0.0,2238.594868,13500.0,0,Low spenders
2929.747983,376.04,154.04,0.0,1037.958748,3000.0,0,Low spenders
16.005542,151.33,0.0,0.0,450.83685,5000.0,0,Low spenders
6937.806466,339.75,339.75,0.0,2163.154746,10500.0,0,Low spenders
7888.028118,0.0,0.0,1282.985376,1685.554741,12000.0,0,Low spenders
1020.292184,1788.1,867.0,0.0,492.184722,1500.0,0,Low spenders
4751.924842,1394.93,818.8,0.0,2635.439016,5000.0,0,Low spenders
2270.955171,25.26,0.0,452.803657,503.196519,3100.0,0,Low spenders
2377.759245,0.0,0.0,943.90775,4119.519203,6500.0,0,Low spenders
1473.902933,0.0,0.0,163.855122,340.239419,1500.0,0,Low spenders
6853.020124,0.0,0.0,2529.901587,1863.404442,7500.0,0,Low spenders
1527.644591,0.0,0.0,210.417767,540.406147,1700.0,0,Low spenders
1611.475175,807.72,807.72,0.0,1019.454819,1500.0,0,Low spenders
344.591662,519.0,0.0,2865.942873,663.651176,4000.0,0,Low spenders
2021.641161,363.18,0.0,0.0,704.24077,2000.0,0,Low spenders
102.228073,1074.29,825.08,0.0,1075.317643,5000.0,0,Low spenders
1407.26415,151.64,0.0,0.0,337.890842,1500.0,0,Low spenders
2158.419812,154.53,38.73,879.540473,664.112193,2500.0,0,Low spenders
1492.433396,99.75,65.43,0.0,2224.187609,6000.0,0,Low spenders
5193.661885,0.0,0.0,1682.146822,2422.095104,5500.0,0,Low spenders
1885.547591,0.0,0.0,3197.181617,8559.584636,8000.0,0,Low spenders
54.842927,105.0,0.0,0.0,329.582826,4000.0,0,Low spenders
2125.107734,663.04,0.0,1953.192558,560.757972,2500.0,0,Low spenders
102.832194,1067.85,398.64,0.0,1480.49182,10000.0,0,Low spenders
1628.609633,1340.83,645.79,0.0,586.263693,2000.0,0,Low spenders
1733.68291,100.0,0.0,270.57595,689.279807,1700.0,0,Low spenders
9303.557117,6133.01,2087.34,1895.60877,4054.579469,12500.0,0,Low spenders
3541.960207,0.0,0.0,1853.517071,789.692304,4000.0,0,Low spenders
2447.783112,431.96,141.96,0.0,740.165746,2500.0,0,Low spenders
94.280326,846.06,533.66,0.0,922.71497,9000.0,0,Low spenders
1628.591333,361.0,361.0,291.278909,1018.197785,1800.0,0,Low spenders
396.667584,2559.41,90.0,0.0,827.889811,4000.0,0,Low spenders
5036.762745,3393.73,1691.01,0.0,1331.175753,10000.0,0,Low spenders
248.243958,0.0,0.0,1423.527628,181.018701,3500.0,0,Low spenders
109.417101,1219.85,341.15,172.656204,2250.036431,5000.0,0,Low spenders
4624.411724,2537.67,762.76,0.0,1045.881353,7000.0,0,Low spenders
491.605909,747.55,747.55,0.0,282.956764,2500.0,0,Low spenders
5329.815675,674.85,173.0,1129.296969,1390.662933,5500.0,0,Low spenders
10.486808,241.27,0.0,0.0,557.897488,2500.0,0,Low spenders
4402.354047,0.0,0.0,2117.809244,1030.120113,5000.0,0,Low spenders
7283.579076,209.07,0.0,7545.629864,1543.541917,11500.0,0,Low spenders
30.859227,415.04,415.04,0.0,485.108353,7500.0,0,Low spenders
112.87035,918.6,315.0,0.0,1129.696171,7500.0,0,Low spenders
7390.19856,612.1,612.1,2735.148792,1920.45776,12000.0,0,Low spenders
1274.142457,5219.95,2651.6,0.0,3984.42893,7500.0,0,Low spenders
644.112226,638.61,638.6,0.0,2529.45977,12000.0,0,Low spenders
91.231825,736.91,704.2,0.0,960.373775,6000.0,0,Low spenders
915.717703,55.49,55.49,0.0,1221.513652,1000.0,0,Low spenders
1216.594927,878.64,120.84,155.804123,654.24428,1200.0,0,Low spenders
5941.271179,279.36,279.36,905.982826,3140.402423,6000.0,0,Low spenders
3817.693096,4974.27,1148.4,0.0,6752.531183,5000.0,0,Low spenders
1276.941373,2196.54,1158.74,0.0,1410.009813,1000.0,0,Low spenders
8099.879299,2352.0,1190.53,389.680166,1863.944131,12500.0,0,Low spenders
86.694598,0.0,0.0,465.455995,543.82992,1500.0,0,Low spenders
78.910866,828.14,527.14,0.0,903.603701,2600.0,0,Low spenders
52.776167,508.94,0.0,0.0,478.833594,3000.0,0,Low spenders
109.140973,319.62,0.0,0.0,597.96043,3500.0,0,Low spenders
2586.533933,400.0,0.0,0.0,886.663668,3000.0,0,Low spenders
6668.440979,5596.11,2715.2,2790.317276,17068.96724,16000.0,2,Cash Advance–Dependent Customers
2539.279598,820.42,0.0,879.324856,757.327536,3000.0,0,Low spenders
2154.354852,104.0,0.0,91.406322,732.471319,6000.0,0,Low spenders
2720.959921,66.49,66.49,457.611102,967.657856,3000.0,0,Low spenders
693.643988,358.91,206.91,0.0,338.79121,5000.0,0,Low spenders
3414.780266,0.0,0.0,8264.603438,718.95107,9000.0,0,Low spenders
3478.070041,2465.92,789.81,90.363202,955.30285,12000.0,0,Low spenders
6378.276044,0.0,0.0,4169.593183,1376.688305,10500.0,0,Low spenders
33.07464,286.4,55.11,91.341961,435.600387,8500.0,0,Low spenders
366.68899,653.21,653.21,0.0,276.166583,3000.0,0,Low spenders
245.17692,2481.64,2481.64,0.0,2261.352187,4000.0,0,Low spenders
786.483086,226.9,226.9,666.779555,1391.068932,1200.0,0,Low spenders
7.03142,502.33,78.33,0.0,844.120402,2500.0,0,Low spenders
4379.015578,996.64,136.14,3632.137219,2034.929239,14500.0,0,Low spenders
167.757298,320.72,320.72,0.0,863.485864,1200.0,0,Low spenders
1199.555426,0.0,0.0,2831.836214,707.767429,3000.0,0,Low spenders
5774.207136,2102.51,1380.84,3536.320402,4711.567357,15000.0,0,Low spenders
41.461969,550.08,550.08,0.0,1104.875573,6000.0,0,Low spenders
1383.161918,0.0,0.0,55.212259,276.630198,1500.0,0,Low spenders
2572.878701,3975.0,0.0,0.0,2386.982592,4000.0,0,Low spenders
177.556406,2228.35,627.36,0.0,1842.340524,12000.0,0,Low spenders
538.995587,0.0,0.0,2156.577132,3303.660591,1200.0,0,Low spenders
92.816307,345.66,300.01,0.0,383.914659,1000.0,0,Low spenders
1247.423771,0.0,0.0,503.562164,721.897274,1500.0,0,Low spenders
911.298036,954.15,528.8,0.0,283.608489,1200.0,0,Low spenders
98.427228,389.24,389.24,0.0,371.314009,8500.0,0,Low spenders
989.993863,0.0,0.0,1110.807913,240.088742,1200.0,0,Low spenders
69.352136,636.15,636.15,0.0,837.801642,10000.0,0,Low spenders
12.029327,581.21,581.21,0.0,1333.87748,4000.0,0,Low spenders
1265.781431,1585.79,328.47,0.0,338.977714,3000.0,0,Low spenders
3682.768495,1194.15,206.56,1074.785954,2121.026757,4050.0,0,Low spenders
210.993146,90.51,0.0,0.0,1240.766161,6500.0,0,Low spenders
3171.17541,109.16,109.16,4586.702891,598.08223,6000.0,0,Low spenders
311.121985,744.09,55.0,0.0,652.002188,7500.0,0,Low spenders
3310.573808,717.14,68.0,0.0,1372.959063,12500.0,0,Low spenders
408.948673,0.0,0.0,1871.859929,3902.376688,10000.0,0,Low spenders
131.342635,1160.65,0.0,0.0,1113.408654,13000.0,0,Low spenders
365.005559,421.04,80.04,0.0,1386.413639,4000.0,0,Low spenders
26.599993,329.38,305.73,0.0,1034.7342,10500.0,0,Low spenders
1117.461472,0.0,0.0,1377.191285,171.694194,1500.0,0,Low spenders
26.216029,615.16,615.16,0.0,1560.047704,14000.0,0,Low spenders
1106.697298,1260.13,0.0,0.0,1556.574701,6500.0,0,Low spenders
2205.471982,3278.42,1638.37,0.0,2726.198575,6000.0,0,Low spenders
1722.910058,45.45,0.0,1654.212185,511.525617,4000.0,0,Low spenders
1672.969871,0.0,0.0,74.812657,341.940624,2100.0,0,Low spenders
1333.896193,233.31,233.31,1432.955059,310.700827,1500.0,0,Low spenders
1329.826951,1304.96,0.0,18.427395,625.414678,7500.0,0,Low spenders
117.063942,1035.05,970.15,0.0,1336.493092,3000.0,0,Low spenders
559.151424,94.0,0.0,0.0,254.733329,5500.0,0,Low spenders
10.160744,82.04,82.04,0.0,139.914571,2000.0,0,Low spenders
5206.452425,0.0,0.0,3256.756231,996.182712,9500.0,0,Low spenders
2623.967336,3005.89,567.04,0.0,1245.201203,5500.0,0,Low spenders
2297.324675,4474.43,930.12,1508.526487,9481.484058,5500.0,0,Low spenders
7248.040967,0.0,0.0,3990.963781,2645.690806,8500.0,0,Low spenders
1917.977989,0.0,0.0,6022.786892,7189.695757,6500.0,0,Low spenders
206.376314,1886.21,655.9,0.0,2089.598011,3000.0,0,Low spenders
5283.566994,202.31,86.22,1564.285475,1384.838966,9500.0,0,Low spenders
102.055178,999.19,412.9,0.0,2181.215224,7500.0,0,Low spenders
3360.689054,794.1,794.1,8095.180408,4897.570343,9500.0,0,Low spenders
1046.787477,517.08,234.48,0.0,477.482016,1200.0,0,Low spenders
869.091492,438.22,174.72,0.0,336.521212,3000.0,0,Low spenders
5292.905315,5539.68,2935.89,0.0,3597.677582,6000.0,0,Low spenders
1856.325339,670.5,153.6,5603.126858,9221.922948,7000.0,0,Low spenders
127.240494,760.36,671.36,0.0,371.387459,2500.0,0,Low spenders
2282.814895,1522.72,463.34,1905.919704,4419.287987,9500.0,0,Low spenders
859.07875,0.0,0.0,909.986628,1408.880515,3500.0,0,Low spenders
5403.208353,1085.85,60.66,1252.18184,1572.554124,6000.0,0,Low spenders
1941.539209,1366.74,1270.8,0.0,495.133413,6300.0,0,Low spenders
5418.305735,0.0,0.0,5051.791781,1476.335057,8000.0,0,Low spenders
11955.30817,0.0,0.0,2108.302563,3933.35535,13000.0,0,Low spenders
1224.513636,529.34,343.31,1108.666511,467.463129,1200.0,0,Low spenders
817.793943,478.28,289.25,945.547556,635.314875,2400.0,0,Low spenders
4382.112084,294.75,294.75,4945.02074,6445.786897,4000.0,0,Low spenders
9264.786223,0.0,0.0,4158.61262,2535.922657,9500.0,0,Low spenders
6512.478876,98.0,0.0,3320.07679,1304.362846,7000.0,0,Low spenders
31.941802,417.96,417.96,0.0,472.60055,2000.0,0,Low spenders
30.863497,143.36,143.36,736.547491,1377.984542,1500.0,0,Low spenders
1469.720674,0.0,0.0,170.376441,395.486928,1500.0,0,Low spenders
332.888212,419.56,345.56,0.0,473.166128,3000.0,0,Low spenders
2421.943818,612.0,536.0,2197.163192,2483.286273,2500.0,0,Low spenders
2200.566765,296.4,296.4,0.0,631.025111,6000.0,0,Low spenders
1719.310566,0.0,0.0,259.91508,458.841298,1950.0,0,Low spenders
2247.126627,0.0,0.0,6634.23196,316.025009,7000.0,0,Low spenders
1663.967468,0.0,0.0,2123.721395,1566.483167,2500.0,0,Low spenders
1402.776239,0.0,0.0,36.202957,152.324616,1500.0,0,Low spenders
9459.138771,878.11,718.2,5247.419951,1987.085155,15000.0,0,Low spenders
4626.278301,0.0,0.0,9579.677222,613.553141,5000.0,0,Low spenders
113.703142,0.0,0.0,498.463933,851.637227,6500.0,0,Low spenders
168.539199,176.73,67.73,0.0,197.074177,5000.0,0,Low spenders
662.022698,280.0,0.0,2276.320971,1914.038297,3000.0,0,Low spenders
1302.78269,45.65,0.0,0.0,351.864266,1500.0,0,Low spenders
517.118528,280.24,0.0,1295.246094,6684.559773,11000.0,0,Low spenders
5598.864288,7194.53,516.27,14200.89313,12487.36815,15500.0,2,Cash Advance–Dependent Customers
6537.800686,1885.94,1810.94,2099.802521,1625.320799,8500.0,0,Low spenders
1308.302091,918.67,0.0,0.0,258.034145,1800.0,0,Low spenders
1009.062757,702.4,436.8,0.0,1184.723606,7500.0,0,Low spenders
8.286935,125.0,125.0,0.0,125.140043,3000.0,0,Low spenders
151.006318,1455.97,1043.28,0.0,1380.904206,1800.0,0,Low spenders
2062.665478,518.17,446.27,1257.241177,1049.378278,4000.0,0,Low spenders
3666.676179,0.0,0.0,2461.891684,674.881553,4000.0,0,Low spenders
1764.908055,0.0,0.0,1552.832951,5126.650633,3666.666667,0,Low spenders
2919.796228,217.9,99.0,0.0,832.687649,7500.0,0,Low spenders
1925.094714,5189.51,1580.27,0.0,5851.06442,7500.0,0,Low spenders
5291.221238,2090.47,125.06,1153.665768,1718.461993,15000.0,0,Low spenders
107.13002,15.4,0.0,182.66132,255.103798,200.0,0,Low spenders
124.285688,662.4,553.69,0.0,367.258695,1000.0,0,Low spenders
6727.539699,711.72,94.32,6498.711722,1303.904127,8500.0,0,Low spenders
3007.470055,102.48,102.48,0.0,561.592591,3000.0,0,Low spenders
5715.854635,2173.99,617.8,0.0,1828.965006,8500.0,0,Low spenders
274.038592,286.19,228.19,0.0,911.371697,1700.0,0,Low spenders
3476.603507,9683.28,2430.0,0.0,6084.947427,12500.0,0,Low spenders
1075.825135,32.0,0.0,1859.42106,2266.903508,9000.0,0,Low spenders
760.925748,360.0,360.0,3180.893742,2312.470872,5000.0,0,Low spenders
51.427334,486.01,0.0,0.0,544.044265,7000.0,0,Low spenders
1093.946163,0.0,0.0,18.482296,276.73092,1200.0,0,Low spenders
1630.620638,0.0,0.0,381.541722,1117.714796,2100.0,0,Low spenders
78.090426,243.48,243.48,0.0,152.754759,1500.0,0,Low spenders
3196.409012,2083.25,2083.25,0.0,641.03397,6000.0,0,Low spenders
447.648987,17.8,0.0,2429.819782,9858.055448,2500.0,0,Low spenders
34.356451,266.25,266.25,0.0,338.565785,7500.0,0,Low spenders
1497.145968,0.0,0.0,4444.646515,2986.36061,2500.0,0,Low spenders
2156.616367,1695.0,1695.0,90.775238,2194.901135,2000.0,0,Low spenders
2023.72438,1103.86,849.87,0.0,667.73252,6500.0,0,Low spenders
1454.551875,0.0,0.0,3853.339512,555.202392,4000.0,0,Low spenders
107.801738,922.64,46.34,0.0,912.762084,9500.0,0,Low spenders
4333.59727,333.08,0.0,72.049232,1113.279765,12500.0,0,Low spenders
49.869884,363.52,239.01,0.0,383.100848,9100.0,0,Low spenders
